Sample ID,Target
ID_001.npy,0.2746310234069824
ID_002.npy,0.6255469918251038
ID_006.npy,0.10816096514463425
ID_007.npy,0.5355870723724365
ID_012.npy,0.1708463579416275
ID_013.npy,0.1693156510591507
ID_014.npy,0.14183290302753448
ID_016.npy,0.44435760378837585
ID_018.npy,0.1046430692076683
ID_019.npy,0.1795680671930313
ID_020.npy,0.12692460417747498
ID_021.npy,0.21133534610271454
ID_024.npy,0.5577013492584229
ID_025.npy,0.5654547810554504
ID_026.npy,0.21496987342834473
ID_028.npy,0.20275090634822845
ID_031.npy,0.42833852767944336
ID_032.npy,0.38808098435401917
ID_033.npy,0.2054908275604248
ID_035.npy,0.030440008267760277
ID_037.npy,0.5751247406005859
ID_040.npy,0.46908196806907654
ID_042.npy,0.46573373675346375
ID_045.npy,0.07099959999322891
ID_046.npy,0.7460178136825562
ID_048.npy,0.05584561452269554
ID_049.npy,0.04604059457778931
ID_050.npy,0.32647109031677246
ID_052.npy,0.03683798387646675
ID_053.npy,0.1163184866309166
ID_054.npy,0.4157581627368927
ID_058.npy,0.06819429248571396
ID_059.npy,0.04069679602980614
ID_061.npy,0.05571437627077103
ID_062.npy,0.09394199401140213
ID_063.npy,0.3574666976928711
ID_064.npy,0.21002738177776337
ID_066.npy,0.06812962889671326
ID_067.npy,0.6133571863174438
ID_068.npy,0.7195671796798706
ID_072.npy,0.0792558491230011
ID_073.npy,0.0822589322924614
ID_075.npy,0.13777072727680206
ID_076.npy,0.5427082180976868
ID_077.npy,0.6544270515441895
ID_080.npy,0.4657255709171295
ID_081.npy,0.07887374609708786
ID_082.npy,0.16165870428085327
ID_083.npy,0.08152090013027191
ID_084.npy,0.3216688632965088
ID_086.npy,0.4473779797554016
ID_087.npy,0.67831951379776
ID_088.npy,0.5136050581932068
ID_089.npy,0.10932163149118423
ID_090.npy,0.06410205364227295
ID_091.npy,0.46503040194511414
ID_093.npy,0.28179678320884705
ID_094.npy,0.5467763543128967
ID_095.npy,0.3170754313468933
ID_096.npy,0.17526952922344208
ID_097.npy,0.34411680698394775
ID_098.npy,0.3865629732608795
ID_099.npy,0.11149270832538605
ID_100.npy,0.37659406661987305
ID_101.npy,0.23669064044952393
ID_102.npy,0.036705005913972855
ID_106.npy,0.7460629343986511
ID_108.npy,0.33238813281059265
ID_109.npy,0.5071697235107422
ID_111.npy,0.521778404712677
ID_112.npy,0.059544701129198074
ID_114.npy,0.161578968167305
ID_116.npy,0.654849112033844
ID_117.npy,0.14699570834636688
ID_120.npy,0.12407825142145157
ID_123.npy,0.7233423590660095
ID_124.npy,0.8157365322113037
ID_128.npy,0.3027398884296417
ID_129.npy,0.2832249402999878
ID_138.npy,0.11088057607412338
ID_139.npy,0.0961168110370636
ID_141.npy,0.4571424126625061
ID_145.npy,0.5192787051200867
ID_146.npy,0.19431787729263306
ID_147.npy,0.43182802200317383
ID_148.npy,0.6907564401626587
ID_150.npy,0.7215672731399536
ID_153.npy,0.12953652441501617
ID_154.npy,0.655180037021637
ID_155.npy,0.10922376811504364
ID_156.npy,0.1583876758813858
ID_160.npy,0.27165108919143677
ID_161.npy,0.5497820973396301
ID_163.npy,0.3826807141304016
ID_164.npy,0.15375491976737976
ID_165.npy,0.26137763261795044
ID_166.npy,0.14251753687858582
